-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       20.490s        99.76%       20.490s     206.967ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         3.89%     777.362ms         7.32%        1.461s     150.647us       19.741s        96.11%       19.745s       2.036ms           0 B           0 B     105.15 MB           0 B          9700  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       19.741s        96.11%       19.741s       2.035ms           0 B           0 B           0 B           0 B          9700  
                                               aten::mm        21.66%        4.326s        22.73%        4.540s     313.096us     430.165ms         2.09%     430.929ms      29.719us           0 B           0 B     181.58 MB     181.57 MB         14500  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     276.450ms         1.35%     276.450ms      29.088us           0 B           0 B           0 B           0 B          9504  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     152.946ms         0.74%     152.946ms     152.946ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     127.756ms         0.62%     127.756ms      26.352us           0 B           0 B           0 B           0 B          4848  
                                            aten::addmm         1.76%     351.045ms         3.48%     694.622ms     144.713us     121.133ms         0.59%     126.300ms      26.313us           0 B           0 B      18.21 MB      18.21 MB          4800  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     110.070ms         0.54%     110.070ms      23.163us           0 B           0 B           0 B           0 B          4752  
