-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       20.354s       223.57%       20.354s     205.598ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         4.01%     827.923ms         7.42%        1.534s     158.103us        8.341s        91.62%        8.345s     860.277us           0 B           0 B     105.15 MB           0 B          9700  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        8.341s        91.62%        8.341s     859.921us           0 B           0 B           0 B           0 B          9700  
                                               aten::mm         3.86%     798.433ms         4.98%        1.029s      70.963us     428.960ms         4.71%     429.083ms      29.592us           0 B           0 B     181.58 MB     181.58 MB         14500  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     275.505ms         3.03%     275.505ms      28.988us           0 B           0 B           0 B           0 B          9504  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     157.932ms         1.73%     157.932ms     157.932ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     127.595ms         1.40%     127.595ms      26.319us           0 B           0 B           0 B           0 B          4848  
                                            aten::addmm         1.76%     364.449ms         3.42%     705.808ms     147.043us     121.401ms         1.33%     121.501ms      25.313us           0 B           0 B      18.21 MB      18.21 MB          4800  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     110.225ms         1.21%     110.225ms      23.196us           0 B           0 B           0 B           0 B          4752  
