-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       20.484s       100.19%       20.484s     206.907ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         3.95%     804.433ms         7.37%        1.499s     154.576us       19.653s        96.12%       19.656s       2.026ms           0 B           0 B     105.15 MB           0 B          9700  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       19.653s        96.12%       19.653s       2.026ms           0 B           0 B           0 B           0 B          9700  
                                               aten::mm         3.83%     779.556ms         4.91%     999.031ms      68.899us     428.674ms         2.10%     428.773ms      29.571us           0 B           0 B     181.58 MB     181.56 MB         14500  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     275.329ms         1.35%     275.329ms      28.970us           0 B           0 B           0 B           0 B          9504  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     156.876ms         0.77%     156.876ms     156.876ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     127.468ms         0.62%     127.468ms      26.293us           0 B           0 B           0 B           0 B          4848  
                                            aten::addmm         1.74%     354.663ms         3.38%     688.457ms     143.428us     121.360ms         0.59%     124.064ms      25.847us           0 B           0 B      18.21 MB      18.21 MB          4800  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     110.208ms         0.54%     110.208ms      23.192us           0 B           0 B           0 B           0 B          4752  
