-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        7.613s       714.86%        7.613s      76.898ms           0 B           0 B           0 B           0 B            99  
                                               aten::mm         5.04%     394.686ms         6.76%     529.461ms      62.290us     862.157ms        80.96%     862.420ms     101.461us           0 B           0 B     296.10 MB     296.10 MB          8500  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     466.880ms        43.84%     466.880ms     168.427us           0 B           0 B           0 B           0 B          2772  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     382.298ms        35.90%     382.298ms      45.971us           0 B           0 B           0 B           0 B          8316  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      81.841ms         7.68%      81.841ms      81.841ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.25%     176.736ms         4.38%     343.125ms     122.545us      78.428ms         7.36%      78.456ms      28.020us           0 B           0 B      27.32 MB      27.32 MB          2800  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      67.859ms         6.37%      67.859ms     530.150us           0 B           0 B           0 B           0 B           128  
                                _vllm_fa2_C::varlen_fwd         4.23%     331.409ms        17.21%        1.349s     481.860us      23.601ms         2.22%      28.981ms      10.350us           0 B           0 B       1.39 MB     -18.95 MB          2800  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us      23.306ms         2.19%      23.306ms       8.408us           0 B           0 B           0 B           0 B          2772  
