-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       17.281s        99.69%       17.281s     174.558ms           0 B           0 B           0 B           0 B            99  
                               _C_custom_ar::all_reduce         1.55%     249.841ms         2.96%     476.265ms      49.100us       16.110s        92.93%       16.112s       1.661ms           0 B           0 B           0 B           0 B          9700  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us       16.089s        92.81%       16.089s       1.659ms           0 B           0 B           0 B           0 B          9700  
                                               aten::mm         4.56%     733.400ms         5.94%     954.347ms      65.817us     819.898ms         4.73%     820.188ms      56.565us           0 B           0 B     259.05 MB     259.04 MB         14500  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     467.302ms         2.70%     467.302ms      32.560us           0 B           0 B           0 B           0 B         14352  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     434.671ms         2.51%     434.671ms      91.471us           0 B           0 B           0 B           0 B          4752  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     156.020ms         0.90%     156.020ms     156.020ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.10%     337.594ms         3.97%     638.551ms     133.031us     150.981ms         0.87%     151.062ms      31.471us           0 B           0 B      36.42 MB      36.42 MB          4800  
                                     record_param_comms         0.07%      11.864ms         0.09%      14.120ms     141.197us      68.801ms         0.40%      68.801ms     688.014us           0 B           0 B           0 B           0 B           100  
