-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       19.739s       100.22%       19.739s     167.278ms           0 B           0 B           0 B           0 B           118  
                               _C_custom_ar::all_reduce         1.28%     289.213ms         2.51%     567.770ms      49.187us       18.251s        92.66%       18.256s       1.582ms           0 B           0 B           0 B           0 B         11543  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us       18.227s        92.54%       18.227s       1.579ms           0 B           0 B           0 B           0 B         11543  
                                               aten::mm         3.70%     837.808ms         4.84%        1.098s      63.624us     975.940ms         4.95%     980.157ms      56.804us           0 B           0 B     303.66 MB     303.65 MB         17255  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     556.247ms         2.82%     556.247ms      32.552us           0 B           0 B           0 B           0 B         17088  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     518.753ms         2.63%     518.753ms      91.588us           0 B           0 B           0 B           0 B          5664  
                                            aten::addmm         1.70%     384.848ms         3.26%     739.715ms     129.502us     179.790ms         0.91%     180.105ms      31.531us           0 B           0 B      42.66 MB      42.65 MB          5712  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     156.611ms         0.80%     156.611ms     156.611ms           0 B           0 B           0 B           0 B             1  
                                     record_param_comms         0.06%      14.052ms         0.07%      16.762ms     140.860us      68.330ms         0.35%      68.330ms     574.204us           0 B           0 B           0 B           0 B           119  
