-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       28.157s       101.50%       28.157s     227.075ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.86%        1.377s         9.03%        2.559s     158.681us       25.906s        93.38%       25.920s       1.607ms           0 B           0 B     171.33 MB           0 B         16125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       25.906s        93.38%       25.906s       1.607ms           0 B           0 B           0 B           0 B         16125  
                                               aten::mm         4.72%        1.338s         6.19%        1.754s      72.722us        1.257s         4.53%        1.258s      52.146us           0 B           0 B     408.59 MB     408.57 MB         24125  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     728.492ms         2.63%     728.492ms      91.796us           0 B           0 B           0 B           0 B          7936  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     383.970ms         1.38%     383.970ms      47.615us           0 B           0 B           0 B           0 B          8064  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     212.645ms         0.77%     212.645ms     212.645ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.26%     639.310ms         4.27%        1.209s     151.097us     202.476ms         0.73%     202.551ms      25.319us           0 B           0 B      29.75 MB      29.75 MB          8000  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     184.045ms         0.66%     184.045ms      23.191us           0 B           0 B           0 B           0 B          7936  
