-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       28.016s       166.46%       28.016s     225.933ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.60%        1.347s         8.62%        2.520s     156.297us       15.027s        89.28%       15.028s     931.962us           0 B           0 B     171.33 MB           0 B         16125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       15.027s        89.28%       15.027s     931.902us           0 B           0 B           0 B           0 B         16125  
                                               aten::mm         4.50%        1.315s         6.08%        1.778s      73.688us        1.253s         7.44%        1.253s      51.939us           0 B           0 B     408.59 MB     408.54 MB         24125  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     726.030ms         4.31%     726.030ms      91.486us           0 B           0 B           0 B           0 B          7936  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     383.938ms         2.28%     383.938ms      47.611us           0 B           0 B           0 B           0 B          8064  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     210.054ms         1.25%     210.054ms     210.054ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.02%     590.856ms         4.04%        1.180s     147.558us     202.809ms         1.21%     203.019ms      25.377us           0 B           0 B      29.75 MB      29.75 MB          8000  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     184.236ms         1.09%     184.236ms      23.215us           0 B           0 B           0 B           0 B          7936  
