-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       28.025s       170.95%       28.025s     226.006ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.75%        1.350s         8.88%        2.521s     156.340us       14.594s        89.02%       14.598s     905.309us           0 B           0 B     171.33 MB           0 B         16125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       14.594s        89.02%       14.594s     905.062us           0 B           0 B           0 B           0 B         16125  
                                               aten::mm         4.63%        1.316s         6.05%        1.719s      71.265us        1.253s         7.64%        1.253s      51.947us           0 B           0 B     408.59 MB     408.56 MB         24125  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     726.039ms         4.43%     726.039ms      91.487us           0 B           0 B           0 B           0 B          7936  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     383.691ms         2.34%     383.691ms      47.581us           0 B           0 B           0 B           0 B          8064  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     209.670ms         1.28%     209.670ms     209.670ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.08%     591.621ms         4.06%        1.153s     144.086us     202.802ms         1.24%     204.229ms      25.529us           0 B           0 B      29.75 MB      29.75 MB          8000  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     184.250ms         1.12%     184.250ms      23.217us           0 B           0 B           0 B           0 B          7936  
