-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       28.121s       111.02%       28.121s     226.786ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.60%        1.296s         8.73%        2.463s     152.732us       23.511s        92.82%       23.515s       1.458ms           0 B           0 B     171.33 MB           0 B         16125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       23.511s        92.82%       23.511s       1.458ms           0 B           0 B           0 B           0 B         16125  
                                               aten::mm         4.73%        1.335s         7.08%        1.998s      82.826us        1.256s         4.96%        1.256s      52.065us           0 B           0 B     408.59 MB     408.58 MB         24125  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     727.290ms         2.87%     727.290ms      91.644us           0 B           0 B           0 B           0 B          7936  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     383.814ms         1.52%     383.814ms      47.596us           0 B           0 B           0 B           0 B          8064  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     218.890ms         0.86%     218.890ms     218.890ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.14%     604.371ms         4.17%        1.177s     147.077us     202.046ms         0.80%     202.160ms      25.270us           0 B           0 B      29.75 MB      29.75 MB          8000  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     183.552ms         0.72%     183.552ms      23.129us           0 B           0 B           0 B           0 B          7936  
