-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        6.908s        97.96%        6.908s     287.825ms           0 B           0 B           0 B           0 B            24  
                                       vllm::all_reduce         4.75%     330.514ms         8.83%     615.217ms     152.849us        6.351s        90.06%        6.351s       1.578ms           0 B           0 B      90.56 MB           0 B          4025  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        6.351s        90.06%        6.351s       1.578ms           0 B           0 B           0 B           0 B          4025  
                                               aten::mm         4.67%     324.931ms         6.51%     453.492ms      75.268us     529.586ms         7.51%     529.761ms      87.927us           0 B           0 B     173.26 MB     173.26 MB          6025  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     318.631ms         4.52%     318.631ms     151.369us           0 B           0 B           0 B           0 B          2105  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     250.729ms         3.56%     250.729ms     250.729ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     151.782ms         2.15%     151.782ms      79.053us           0 B           0 B           0 B           0 B          1920  
                                            aten::addmm         2.17%     151.292ms         4.28%     297.925ms     148.962us      71.413ms         1.01%      71.448ms      35.724us           0 B           0 B      14.06 MB      14.06 MB          2000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      57.284ms         0.81%      57.284ms      29.835us           0 B           0 B           0 B           0 B          1920  
