-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        6.906s        98.02%        6.906s     287.744ms           0 B           0 B           0 B           0 B            24  
                                       vllm::all_reduce         4.82%     345.537ms         8.89%     637.770ms     158.452us        6.349s        90.12%        6.349s       1.577ms           0 B           0 B      90.56 MB           0 B          4025  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        6.349s        90.12%        6.349s       1.577ms           0 B           0 B           0 B           0 B          4025  
                                               aten::mm         4.68%     335.679ms         6.09%     436.470ms      72.443us     529.239ms         7.51%     529.412ms      87.869us           0 B           0 B     173.26 MB     173.26 MB          6025  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     318.401ms         4.52%     318.401ms     151.260us           0 B           0 B           0 B           0 B          2105  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     253.128ms         3.59%     253.128ms     253.128ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     151.748ms         2.15%     151.748ms      79.036us           0 B           0 B           0 B           0 B          1920  
                                            aten::addmm         2.20%     158.102ms         4.26%     305.649ms     152.825us      70.923ms         1.01%      70.959ms      35.479us           0 B           0 B      14.06 MB      14.06 MB          2000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      56.866ms         0.81%      56.866ms      29.618us           0 B           0 B           0 B           0 B          1920  
