-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        6.834s       906.83%        6.834s     284.748ms           0 B           0 B           0 B           0 B            24  
                                               aten::mm         4.62%     331.630ms         6.01%     431.168ms      71.563us     532.743ms        70.69%     532.919ms      88.451us           0 B           0 B     173.26 MB     173.26 MB          6025  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     322.631ms        42.81%     322.631ms     153.269us           0 B           0 B           0 B           0 B          2105  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     258.779ms        34.34%     258.779ms     258.779ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     151.733ms        20.13%     151.733ms      79.027us           0 B           0 B           0 B           0 B          1920  
                                       vllm::all_reduce         4.83%     346.513ms         8.89%     638.028ms     158.516us      74.166ms         9.84%      74.166ms      18.426us           0 B           0 B      90.56 MB           0 B          4025  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us      74.166ms         9.84%      74.166ms      18.426us           0 B           0 B           0 B           0 B          4025  
                                            aten::addmm         2.16%     154.862ms         4.20%     301.529ms     150.764us      71.494ms         9.49%      71.530ms      35.765us           0 B           0 B      14.06 MB      14.06 MB          2000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      57.307ms         7.60%      57.307ms      29.848us           0 B           0 B           0 B           0 B          1920  
