-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        1.460s      1171.58%        1.460s     162.189ms           0 B           0 B           0 B           0 B             9  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     156.042ms       125.24%     156.042ms     156.042ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.38%      72.304ms         6.07%     100.149ms      69.068us      82.317ms        66.07%      82.520ms      56.910us           0 B           0 B      47.72 MB      47.72 MB          1450  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      45.602ms        36.60%      45.602ms      32.760us           0 B           0 B           0 B           0 B          1392  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      39.471ms        31.68%      39.471ms      91.368us           0 B           0 B           0 B           0 B           432  
                                            aten::addmm         2.00%      33.022ms         3.64%      60.045ms     125.093us      15.176ms        12.18%      15.176ms      31.618us           0 B           0 B       6.89 MB       6.89 MB           480  
                               _C_custom_ar::all_reduce         1.42%      23.419ms         2.84%      46.890ms      48.340us       8.709ms         6.99%       8.709ms       8.978us           0 B           0 B           0 B           0 B           970  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us       6.730ms         5.40%       6.730ms       6.939us           0 B           0 B           0 B           0 B           970  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us       4.665ms         3.74%       4.665ms      97.185us           0 B           0 B           0 B           0 B            48  
