-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        1.482s        97.59%        1.482s     164.651ms           0 B           0 B           0 B           0 B             9  
                               _C_custom_ar::all_reduce         1.39%      22.580ms         2.80%      45.514ms      46.922us        1.394s        91.81%        1.394s       1.437ms           0 B           0 B           0 B           0 B           970  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        1.392s        91.67%        1.392s       1.435ms           0 B           0 B           0 B           0 B           970  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     153.069ms        10.08%     153.069ms     153.069ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.39%      71.301ms         6.09%      98.934ms      68.231us      82.541ms         5.44%      82.744ms      57.065us           0 B           0 B      47.72 MB      47.72 MB          1450  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      45.586ms         3.00%      45.586ms      32.749us           0 B           0 B           0 B           0 B          1392  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      39.534ms         2.60%      39.534ms      91.513us           0 B           0 B           0 B           0 B           432  
                                            aten::addmm         1.99%      32.408ms         3.64%      59.197ms     123.327us      15.161ms         1.00%      15.161ms      31.586us           0 B           0 B       6.89 MB       6.89 MB           480  
                                     record_param_comms         0.08%       1.248ms         0.09%       1.467ms     146.686us       8.143ms         0.54%       8.143ms     814.340us           0 B           0 B           0 B           0 B            10  
