-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       20.314s       676.58%       20.314s     136.333ms           0 B           0 B           0 B           0 B           149  
                                               aten::mm         5.11%        1.054s         6.75%        1.392s      64.002us        2.324s        77.39%        2.324s     106.840us           0 B           0 B     601.97 MB     601.97 MB         21750  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us        1.264s        42.09%        1.264s     176.682us           0 B           0 B           0 B           0 B          7152  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     908.616ms        30.26%     908.616ms      63.098us           0 B           0 B           0 B           0 B         14400  
                                            aten::addmm         2.35%     484.915ms         4.51%     929.543ms     129.103us     383.752ms        12.78%     383.859ms      53.314us           0 B           0 B     105.66 MB     105.66 MB          7200  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     363.757ms        12.12%     363.757ms      50.861us           0 B           0 B           0 B           0 B          7152  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     135.086ms         4.50%     135.086ms     900.571us           0 B           0 B           0 B           0 B           150  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     123.501ms         4.11%     123.501ms     123.501ms           0 B           0 B           0 B           0 B             1  
                                _vllm_fa2_C::varlen_fwd         4.47%     921.563ms        17.81%        3.672s     509.971us      71.593ms         2.38%      83.897ms      11.652us           0 B           0 B       3.59 MB    -132.49 MB          7200  
