-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       10.670s       867.19%       10.670s     217.752ms           0 B           0 B           0 B           0 B            49  
                                               aten::mm         4.58%     503.750ms         5.92%     650.612ms      67.421us     946.566ms        76.93%     946.586ms      98.092us           0 B           0 B     289.38 MB     289.37 MB          9650  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     555.428ms        45.14%     555.428ms     177.113us           0 B           0 B           0 B           0 B          3136  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     445.457ms        36.20%     445.457ms      46.713us           0 B           0 B           0 B           0 B          9536  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     194.935ms        15.84%     194.935ms     194.935ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.10%     230.298ms         3.98%     436.997ms     136.562us     100.491ms         8.17%     100.493ms      31.404us           0 B           0 B      26.69 MB      26.69 MB          3200  
                               _C_custom_ar::all_reduce         1.53%     167.670ms         2.94%     323.010ms      50.079us      60.329ms         4.90%      60.329ms       9.353us           0 B           0 B           0 B           0 B          6450  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us      47.200ms         3.84%      47.200ms       7.318us           0 B           0 B           0 B           0 B          6450  
                                _vllm_fa2_C::varlen_fwd         3.82%     419.549ms        15.94%        1.752s     547.352us      27.552ms         2.24%      33.093ms      10.342us           0 B           0 B       1.59 MB     -15.31 MB          3200  
