-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       10.784s        99.38%       10.784s     220.090ms           0 B           0 B           0 B           0 B            49  
                               _C_custom_ar::all_reduce         1.46%     160.864ms         2.85%     312.811ms      48.498us        9.642s        88.85%        9.642s       1.495ms           0 B           0 B           0 B           0 B          6450  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        9.628s        88.73%        9.628s       1.493ms           0 B           0 B           0 B           0 B          6450  
                                               aten::mm         4.34%     476.750ms         5.66%     621.966ms      64.452us     947.388ms         8.73%     947.483ms      98.185us           0 B           0 B     289.38 MB     289.38 MB          9650  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     555.318ms         5.12%     555.318ms     177.079us           0 B           0 B           0 B           0 B          3136  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     445.317ms         4.10%     445.317ms      46.698us           0 B           0 B           0 B           0 B          9536  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     184.587ms         1.70%     184.587ms     184.587ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.02%     221.749ms         5.97%     655.916ms     204.974us     100.500ms         0.93%     100.500ms      31.406us           0 B           0 B      26.69 MB      26.69 MB          3200  
                                     record_param_comms         0.06%       6.347ms         0.07%       7.483ms     149.657us      38.770ms         0.36%      38.770ms     775.404us           0 B           0 B           0 B           0 B            50  
