-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        2.529s        99.39%        2.529s     105.369ms           0 B           0 B           0 B           0 B            24  
                                       vllm::all_reduce         4.64%     121.084ms         8.54%     222.899ms     156.420us        2.417s        94.99%        2.417s       1.696ms           0 B           0 B      14.03 MB           0 B          1425  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        2.417s        94.99%        2.417s       1.696ms           0 B           0 B           0 B           0 B          1425  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     108.563ms         4.27%     108.563ms     108.563ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.09%     106.863ms         5.31%     138.603ms      65.225us      62.633ms         2.46%      63.445ms      29.857us           0 B           0 B      33.81 MB      33.81 MB          2125  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      31.767ms         1.25%      31.767ms      47.272us           0 B           0 B           0 B           0 B           672  
                                     record_param_comms         0.11%       2.884ms         0.13%       3.408ms     136.307us      27.453ms         1.08%      27.453ms       1.098ms           0 B           0 B           0 B           0 B            25  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      27.453ms         1.08%      27.453ms       1.098ms           0 B           0 B           0 B           0 B            25  
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us      27.453ms         1.08%      27.453ms       1.098ms           0 B           0 B           0 B           0 B            25  
