-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        2.529s        99.43%        2.529s     105.374ms           0 B           0 B           0 B           0 B            24  
                                       vllm::all_reduce         4.66%     120.093ms         8.54%     220.291ms     154.590us        2.416s        95.00%        2.419s       1.697ms           0 B           0 B      14.03 MB           0 B          1425  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        2.416s        95.00%        2.416s       1.696ms           0 B           0 B           0 B           0 B          1425  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     109.121ms         4.29%     109.121ms     109.121ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.07%     104.982ms         5.29%     136.543ms      64.255us      62.616ms         2.46%      65.146ms      30.657us           0 B           0 B      33.81 MB      33.79 MB          2125  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      31.701ms         1.25%      31.701ms      47.174us           0 B           0 B           0 B           0 B           672  
                                     record_param_comms         0.12%       3.095ms         0.14%       3.673ms     146.912us      26.989ms         1.06%      26.989ms       1.080ms           0 B           0 B           0 B           0 B            25  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      26.989ms         1.06%      26.989ms       1.080ms           0 B           0 B           0 B           0 B            25  
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us      26.989ms         1.06%      26.989ms       1.080ms           0 B           0 B           0 B           0 B            25  
