-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       11.354s       707.97%       11.354s      76.199ms           0 B           0 B           0 B           0 B           149  
                                               aten::mm         5.00%     581.759ms         6.71%     780.574ms      61.221us        1.293s        80.64%        1.293s     101.443us           0 B           0 B     430.91 MB     430.91 MB         12750  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     702.686ms        43.82%     702.686ms     168.429us           0 B           0 B           0 B           0 B          4172  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     575.401ms        35.88%     575.401ms      45.973us           0 B           0 B           0 B           0 B         12516  
                                            aten::addmm         2.28%     265.272ms         4.38%     509.450ms     121.298us     117.632ms         7.34%     117.660ms      28.014us           0 B           0 B      39.62 MB      39.62 MB          4200  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      99.506ms         6.20%      99.506ms     559.020us           0 B           0 B           0 B           0 B           178  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      77.673ms         4.84%      77.673ms      77.673ms           0 B           0 B           0 B           0 B             1  
                                _vllm_fa2_C::varlen_fwd         4.30%     499.821ms        17.27%        2.008s     478.212us      41.636ms         2.60%      49.794ms      11.856us           0 B           0 B       2.08 MB     -54.24 MB          4200  
                                 _C::fused_add_rms_norm         1.63%     189.082ms         2.36%     274.232ms      32.647us      33.059ms         2.06%      33.063ms       3.936us           0 B           0 B           0 B           0 B          8400  
