-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       25.633s       100.68%       25.633s     172.036ms           0 B           0 B           0 B           0 B           149  
                                       vllm::all_reduce         4.77%        1.208s         8.96%        2.267s     155.840us       24.264s        95.30%       24.274s       1.668ms           0 B           0 B     152.51 MB           0 B         14550  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       24.264s        95.30%       24.264s       1.668ms           0 B           0 B           0 B           0 B         14550  
                                               aten::mm         4.64%        1.176s         5.98%        1.513s      69.561us     645.328ms         2.53%     647.956ms      29.791us           0 B           0 B     263.73 MB     263.71 MB         21750  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     415.994ms         1.63%     415.994ms      29.082us           0 B           0 B           0 B           0 B         14304  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     191.226ms         0.75%     191.226ms      26.383us           0 B           0 B           0 B           0 B          7248  
                                            aten::addmm         2.12%     537.784ms         4.11%        1.040s     144.401us     181.323ms         0.71%     181.483ms      25.206us           0 B           0 B      26.41 MB      26.41 MB          7200  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     165.152ms         0.65%     165.152ms      23.092us           0 B           0 B           0 B           0 B          7152  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     158.380ms         0.62%     158.380ms     158.380ms           0 B           0 B           0 B           0 B             1  
