-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       25.620s       103.61%       25.620s     171.948ms           0 B           0 B           0 B           0 B           149  
                                       vllm::all_reduce         3.73%        1.227s         6.98%        2.293s     157.587us       23.534s        95.17%       23.545s       1.618ms           0 B           0 B     152.51 MB           0 B         14550  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       23.534s        95.17%       23.534s       1.617ms           0 B           0 B           0 B           0 B         14550  
                                               aten::mm         3.58%        1.177s         4.62%        1.519s      69.847us     643.032ms         2.60%     645.600ms      29.683us           0 B           0 B     263.73 MB     263.71 MB         21750  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     414.334ms         1.68%     414.334ms      28.966us           0 B           0 B           0 B           0 B         14304  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     191.001ms         0.77%     191.001ms      26.352us           0 B           0 B           0 B           0 B          7248  
                                            aten::addmm         1.66%     544.519ms         3.20%        1.051s     146.019us     182.185ms         0.74%     184.791ms      25.665us           0 B           0 B      26.41 MB      26.41 MB          7200  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     165.882ms         0.67%     165.882ms      23.194us           0 B           0 B           0 B           0 B          7152  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     157.775ms         0.64%     157.775ms     157.775ms           0 B           0 B           0 B           0 B             1  
