-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       25.269s      1442.87%       25.269s     169.591ms           0 B           0 B           0 B           0 B           149  
                                       vllm::all_reduce         4.82%        1.245s         8.98%        2.317s     159.267us     648.835ms        37.05%     648.956ms      44.602us           0 B           0 B     152.51 MB           0 B         14550  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     648.835ms        37.05%     648.835ms      44.593us           0 B           0 B           0 B           0 B         14550  
                                               aten::mm         4.71%        1.216s         6.03%        1.557s      71.598us     642.714ms        36.70%     642.752ms      29.552us           0 B           0 B     263.73 MB     263.73 MB         21750  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     414.225ms        23.65%     414.225ms      28.959us           0 B           0 B           0 B           0 B         14304  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     190.912ms        10.90%     190.912ms      26.340us           0 B           0 B           0 B           0 B          7248  
                                            aten::addmm         2.16%     557.099ms         4.14%        1.069s     148.407us     181.998ms        10.39%     182.188ms      25.304us           0 B           0 B      26.41 MB      26.41 MB          7200  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     165.710ms         9.46%     165.710ms      23.170us           0 B           0 B           0 B           0 B          7152  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     158.231ms         9.04%     158.231ms     158.231ms           0 B           0 B           0 B           0 B             1  
