-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       13.592s       113.69%       13.592s     183.681ms           0 B           0 B           0 B           0 B            74  
                                       vllm::all_reduce         4.46%     615.847ms         8.32%        1.148s     157.743us       11.368s        95.09%       11.380s       1.564ms           0 B           0 B      81.46 MB           0 B          7275  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       11.368s        95.09%       11.368s       1.563ms           0 B           0 B           0 B           0 B          7275  
                                               aten::mm         4.30%     592.706ms         5.53%     762.518ms      70.117us     321.557ms         2.69%     321.582ms      29.571us           0 B           0 B     140.50 MB     140.49 MB         10875  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     205.794ms         1.72%     205.794ms      28.969us           0 B           0 B           0 B           0 B          7104  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     158.292ms         1.32%     158.292ms     158.292ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      95.785ms         0.80%      95.785ms      26.257us           0 B           0 B           0 B           0 B          3648  
                                            aten::addmm         1.94%     267.463ms         3.77%     520.375ms     144.549us      91.043ms         0.76%      91.113ms      25.309us           0 B           0 B      14.11 MB      14.11 MB          3600  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      82.406ms         0.69%      82.406ms      23.200us           0 B           0 B           0 B           0 B          3552  
