-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       19.036s        99.69%       19.036s     257.250ms           0 B           0 B           0 B           0 B            74  
                                       vllm::all_reduce         4.00%     763.148ms         7.49%        1.427s     147.497us       17.988s        94.20%       17.993s       1.860ms           0 B           0 B     108.34 MB           0 B          9675  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       17.988s        94.20%       17.988s       1.859ms           0 B           0 B           0 B           0 B          9675  
                                               aten::mm         3.97%     756.498ms         8.26%        1.575s     108.796us     754.797ms         3.95%     755.310ms      52.180us           0 B           0 B     258.08 MB     258.04 MB         14475  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     434.891ms         2.28%     434.891ms      91.827us           0 B           0 B           0 B           0 B          4736  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     230.811ms         1.21%     230.811ms      47.453us           0 B           0 B           0 B           0 B          4864  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     200.313ms         1.05%     200.313ms     200.313ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         1.78%     338.904ms         3.98%     758.416ms     158.003us     121.644ms         0.64%     122.421ms      25.504us           0 B           0 B      18.81 MB      18.81 MB          4800  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     110.020ms         0.58%     110.020ms      23.231us           0 B           0 B           0 B           0 B          4736  
