-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       19.033s        99.70%       19.033s     257.201ms           0 B           0 B           0 B           0 B            74  
                                       vllm::all_reduce         4.22%     812.855ms         7.92%        1.525s     157.598us       17.991s        94.24%       18.002s       1.861ms           0 B           0 B     108.34 MB           0 B          9675  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       17.991s        94.24%       17.991s       1.860ms           0 B           0 B           0 B           0 B          9675  
                                               aten::mm         4.04%     777.641ms         5.38%        1.037s      71.625us     752.579ms         3.94%     752.833ms      52.009us           0 B           0 B     258.08 MB     258.06 MB         14475  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     433.375ms         2.27%     433.375ms      91.507us           0 B           0 B           0 B           0 B          4736  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     230.659ms         1.21%     230.659ms      47.422us           0 B           0 B           0 B           0 B          4864  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     205.922ms         1.08%     205.922ms     205.922ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         1.83%     352.154ms         3.63%     699.631ms     145.757us     121.595ms         0.64%     121.645ms      25.343us           0 B           0 B      18.81 MB      18.81 MB          4800  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     109.930ms         0.58%     109.930ms      23.212us           0 B           0 B           0 B           0 B          4736  
