-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       18.835s      1481.01%       18.835s     254.523ms           0 B           0 B           0 B           0 B            74  
                                               aten::mm         4.18%     804.647ms         5.48%        1.056s      72.948us     750.678ms        59.03%     751.062ms      51.887us           0 B           0 B     258.08 MB     258.08 MB         14475  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     433.228ms        34.07%     433.228ms      91.475us           0 B           0 B           0 B           0 B          4736  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     230.602ms        18.13%     230.602ms      47.410us           0 B           0 B           0 B           0 B          4864  
                                       vllm::all_reduce         4.23%     814.176ms         7.85%        1.512s     156.277us     227.546ms        17.89%     227.665ms      23.531us           0 B           0 B     108.34 MB           0 B          9675  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     227.546ms        17.89%     227.546ms      23.519us           0 B           0 B           0 B           0 B          9675  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     209.950ms        16.51%     209.950ms     209.950ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         1.88%     362.471ms         3.61%     695.167ms     144.826us     121.557ms         9.56%     121.608ms      25.335us           0 B           0 B      18.81 MB      18.81 MB          4800  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     109.896ms         8.64%     109.896ms      23.204us           0 B           0 B           0 B           0 B          4736  
