-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       29.848s      1318.33%       29.848s     222.748ms           0 B           0 B           0 B           0 B           134  
                                               aten::mm         4.76%        1.446s         6.24%        1.897s      72.789us        1.354s        59.79%        1.354s      51.974us           0 B           0 B     438.70 MB     438.68 MB         26055  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     785.762ms        34.71%     785.762ms      91.623us           0 B           0 B           0 B           0 B          8576  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     414.646ms        18.31%     414.646ms      47.639us           0 B           0 B           0 B           0 B          8704  
                                       vllm::all_reduce         4.86%        1.477s         9.06%        2.755s     158.179us     372.754ms        16.46%     372.930ms      21.414us           0 B           0 B     183.93 MB           0 B         17415  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     372.754ms        16.46%     372.754ms      21.404us           0 B           0 B           0 B           0 B         17415  
                                            aten::addmm         2.16%     656.119ms         4.16%        1.266s     146.570us     218.349ms         9.64%     218.537ms      25.294us           0 B           0 B      31.94 MB      31.94 MB          8640  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     208.320ms         9.20%     208.320ms     208.320ms           0 B           0 B           0 B           0 B             1  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     198.471ms         8.77%     198.471ms      23.143us           0 B           0 B           0 B           0 B          8576  
