-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       30.182s       100.00%       30.182s     225.235ms           0 B           0 B           0 B           0 B           134  
                                       vllm::all_reduce         4.81%        1.453s         8.91%        2.691s     154.517us       28.200s        93.44%       28.209s       1.620ms           0 B           0 B     183.93 MB           0 B         17415  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       28.200s        93.44%       28.200s       1.619ms           0 B           0 B           0 B           0 B         17415  
                                               aten::mm         4.71%        1.422s         7.61%        2.300s      88.259us        1.357s         4.50%        1.358s      52.123us           0 B           0 B     438.70 MB     438.67 MB         26055  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     787.132ms         2.61%     787.132ms      91.783us           0 B           0 B           0 B           0 B          8576  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     414.608ms         1.37%     414.608ms      47.634us           0 B           0 B           0 B           0 B          8704  
                                            aten::addmm         2.15%     648.010ms         4.30%        1.298s     150.207us     218.735ms         0.72%     219.459ms      25.400us           0 B           0 B      31.94 MB      31.93 MB          8640  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     206.155ms         0.68%     206.155ms     206.155ms           0 B           0 B           0 B           0 B             1  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     198.922ms         0.66%     198.922ms      23.195us           0 B           0 B           0 B           0 B          8576  
