-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       30.177s       100.29%       30.177s     225.199ms           0 B           0 B           0 B           0 B           134  
                                       vllm::all_reduce         4.82%        1.455s         9.00%        2.720s     156.187us       28.115s        93.44%       28.126s       1.615ms           0 B           0 B     183.93 MB           0 B         17415  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       28.115s        93.44%       28.115s       1.614ms           0 B           0 B           0 B           0 B         17415  
                                               aten::mm         4.71%        1.421s         6.14%        1.854s      71.175us        1.354s         4.50%        1.357s      52.080us           0 B           0 B     438.70 MB     438.70 MB         26055  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     784.406ms         2.61%     784.406ms      91.465us           0 B           0 B           0 B           0 B          8576  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     414.273ms         1.38%     414.273ms      47.596us           0 B           0 B           0 B           0 B          8704  
                                            aten::addmm         2.16%     651.995ms         4.15%        1.255s     145.222us     218.935ms         0.73%     219.089ms      25.358us           0 B           0 B      31.94 MB      31.94 MB          8640  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     210.837ms         0.70%     210.837ms     210.837ms           0 B           0 B           0 B           0 B             1  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     199.031ms         0.66%     199.031ms      23.208us           0 B           0 B           0 B           0 B          8576  
