-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       30.180s       100.26%       30.180s     225.224ms           0 B           0 B           0 B           0 B           134  
                                       vllm::all_reduce         4.72%        1.436s         8.89%        2.703s     155.219us       28.125s        93.44%       28.143s       1.616ms           0 B           0 B     183.93 MB           0 B         17415  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       28.125s        93.44%       28.125s       1.615ms           0 B           0 B           0 B           0 B         17415  
                                               aten::mm         4.64%        1.411s         6.11%        1.857s      71.287us        1.354s         4.50%        1.355s      52.001us           0 B           0 B     438.70 MB     438.70 MB         26055  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     784.559ms         2.61%     784.559ms      91.483us           0 B           0 B           0 B           0 B          8576  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     414.393ms         1.38%     414.393ms      47.610us           0 B           0 B           0 B           0 B          8704  
                                            aten::addmm         2.12%     645.821ms         4.13%        1.254s     145.136us     218.933ms         0.73%     219.037ms      25.352us           0 B           0 B      31.94 MB      31.93 MB          8640  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     207.184ms         0.69%     207.184ms     207.184ms           0 B           0 B           0 B           0 B             1  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     199.024ms         0.66%     199.024ms      23.207us           0 B           0 B           0 B           0 B          8576  
