-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        8.397s      1354.06%        8.397s     171.372ms           0 B           0 B           0 B           0 B            49  
                                               aten::mm         4.58%     398.241ms         5.97%     519.338ms      71.633us     409.566ms        66.04%     409.819ms      56.527us           0 B           0 B     141.64 MB     141.64 MB          7250  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     233.046ms        37.58%     233.046ms      32.585us           0 B           0 B           0 B           0 B          7152  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     215.448ms        34.74%     215.448ms      91.602us           0 B           0 B           0 B           0 B          2352  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     164.332ms        26.50%     164.332ms     164.332ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.08%     180.652ms         3.96%     344.739ms     143.641us      75.616ms        12.19%      75.648ms      31.520us           0 B           0 B      20.02 MB      20.02 MB          2400  
                               _C_custom_ar::all_reduce         1.55%     135.094ms         2.94%     255.639ms      52.709us      42.900ms         6.92%      42.900ms       8.845us           0 B           0 B           0 B           0 B          4850  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us      33.076ms         5.33%      33.076ms       6.820us           0 B           0 B           0 B           0 B          4850  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      22.776ms         3.67%      22.776ms     455.517us           0 B           0 B           0 B           0 B            50  
