-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       21.071s        99.71%       21.071s     169.927ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.73%     962.027ms         8.89%        1.808s     149.128us       20.136s        95.29%       20.145s       1.661ms           0 B           0 B     128.83 MB           0 B         12125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       20.136s        95.29%       20.136s       1.661ms           0 B           0 B           0 B           0 B         12125  
                                               aten::mm         4.66%     947.891ms         5.97%        1.214s      66.981us     537.887ms         2.55%     537.986ms      29.682us           0 B           0 B     222.66 MB     222.64 MB         18125  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     346.308ms         1.64%     346.308ms      29.092us           0 B           0 B           0 B           0 B         11904  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     162.044ms         0.77%     162.044ms     162.044ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     159.454ms         0.75%     159.454ms      26.365us           0 B           0 B           0 B           0 B          6048  
                                            aten::addmm         2.13%     432.244ms         4.27%     868.774ms     144.796us     151.100ms         0.72%     154.400ms      25.733us           0 B           0 B      22.31 MB      22.31 MB          6000  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     137.473ms         0.65%     137.473ms      23.097us           0 B           0 B           0 B           0 B          5952  
