-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       21.058s       101.29%       21.058s     169.820ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.82%        1.022s         8.99%        1.909s     157.426us       19.794s        95.21%       19.810s       1.634ms           0 B           0 B     128.83 MB           0 B         12125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       19.794s        95.21%       19.794s       1.632ms           0 B           0 B           0 B           0 B         12125  
                                               aten::mm         4.67%     990.278ms         5.97%        1.266s      69.858us     537.596ms         2.59%     537.668ms      29.664us           0 B           0 B     222.66 MB     222.65 MB         18125  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     346.206ms         1.67%     346.206ms      29.083us           0 B           0 B           0 B           0 B         11904  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     162.408ms         0.78%     162.408ms     162.408ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     159.519ms         0.77%     159.519ms      26.375us           0 B           0 B           0 B           0 B          6048  
                                            aten::addmm         2.14%     453.788ms         4.28%     908.416ms     151.403us     151.456ms         0.73%     151.609ms      25.268us           0 B           0 B      22.31 MB      22.31 MB          6000  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     137.888ms         0.66%     137.888ms      23.167us           0 B           0 B           0 B           0 B          5952  
