-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       20.752s      1183.71%       20.752s     167.352ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.78%        1.016s         8.93%        1.898s     156.554us     830.685ms        47.38%     830.812ms      68.521us           0 B           0 B     128.83 MB           0 B         12125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     830.685ms        47.38%     830.685ms      68.510us           0 B           0 B           0 B           0 B         12125  
                                               aten::mm         4.63%     983.415ms         5.93%        1.260s      69.540us     536.200ms        30.59%     536.313ms      29.590us           0 B           0 B     222.66 MB     222.60 MB         18125  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     345.083ms        19.68%     345.083ms      28.989us           0 B           0 B           0 B           0 B         11904  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     162.438ms         9.27%     162.438ms     162.438ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     159.399ms         9.09%     159.399ms      26.356us           0 B           0 B           0 B           0 B          6048  
                                            aten::addmm         2.12%     449.765ms         4.26%     906.308ms     151.051us     151.866ms         8.66%     151.942ms      25.324us           0 B           0 B      22.31 MB      22.31 MB          6000  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     138.123ms         7.88%     138.123ms      23.206us           0 B           0 B           0 B           0 B          5952  
