-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       43.153s       100.06%       43.153s     308.235ms           0 B           0 B           0 B           0 B           140  
                                       vllm::all_reduce         4.32%        1.866s         8.07%        3.490s     153.734us       39.209s        90.91%       39.216s       1.727ms           0 B           0 B     382.38 MB           0 B         22701  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       39.209s        90.91%       39.209s       1.727ms           0 B           0 B           0 B           0 B         22701  
                                               aten::mm         4.18%        1.806s         6.93%        2.997s      88.190us        2.981s         6.91%        2.986s      87.869us           0 B           0 B     734.52 MB     734.44 MB         33981  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.784s         4.14%        1.784s     155.160us           0 B           0 B           0 B           0 B         11501  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     885.395ms         2.05%     885.395ms      79.053us           0 B           0 B           0 B           0 B         11200  
                                            aten::addmm         2.01%     870.026ms         4.68%        2.023s     179.351us     401.294ms         0.93%     401.408ms      35.586us           0 B           0 B      59.38 MB      59.37 MB         11280  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     334.390ms         0.78%     334.390ms      29.856us           0 B           0 B           0 B           0 B         11200  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us     293.660ms         0.68%     293.660ms      26.034us           0 B           0 B           0 B           0 B         11280  
