-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       42.781s       996.47%       42.781s     305.577ms           0 B           0 B           0 B           0 B           140  
                                               aten::mm         4.34%        1.885s         5.58%        2.425s      71.355us        2.999s        69.85%        2.999s      88.267us           0 B           0 B     734.52 MB     734.50 MB         33981  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.807s        42.09%        1.807s     157.114us           0 B           0 B           0 B           0 B         11501  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     885.073ms        20.62%     885.073ms      79.024us           0 B           0 B           0 B           0 B         11200  
                                       vllm::all_reduce         4.48%        1.945s         8.35%        3.628s     159.799us     456.447ms        10.63%     456.615ms      20.114us           0 B           0 B     382.38 MB           0 B         22701  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     456.447ms        10.63%     456.447ms      20.107us           0 B           0 B           0 B           0 B         22701  
                                            aten::addmm         2.10%     910.896ms         4.10%        1.779s     157.690us     401.506ms         9.35%     401.612ms      35.604us           0 B           0 B      59.38 MB      59.38 MB         11280  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     334.348ms         7.79%     334.348ms      29.853us           0 B           0 B           0 B           0 B         11200  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us     293.891ms         6.85%     293.891ms      26.054us           0 B           0 B           0 B           0 B         11280  
