-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       43.152s        99.87%       43.152s     308.231ms           0 B           0 B           0 B           0 B           140  
                                       vllm::all_reduce         4.48%        1.935s         8.34%        3.605s     158.809us       39.304s        90.96%       39.325s       1.732ms           0 B           0 B     382.38 MB     -16.00 KB         22701  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       39.304s        90.96%       39.304s       1.731ms           0 B           0 B           0 B           0 B         22701  
                                               aten::mm        10.95%        4.732s        12.36%        5.342s     157.193us        2.979s         6.89%        2.979s      87.673us           0 B           0 B     734.52 MB     734.44 MB         33981  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.782s         4.13%        1.782s     154.983us           0 B           0 B           0 B           0 B         11501  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     884.858ms         2.05%     884.858ms      79.005us           0 B           0 B           0 B           0 B         11200  
                                            aten::addmm         2.06%     890.179ms         4.07%        1.757s     155.786us     397.998ms         0.92%     398.120ms      35.294us           0 B           0 B      59.38 MB      59.38 MB         11280  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     331.534ms         0.77%     331.534ms      29.601us           0 B           0 B           0 B           0 B         11200  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us     293.770ms         0.68%     293.770ms      26.043us           0 B           0 B           0 B           0 B         11280  
