-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        2.487s       777.57%        2.487s     103.635ms           0 B           0 B           0 B           0 B            24  
                               _C_custom_ar::all_reduce         1.47%      39.149ms         2.85%      76.011ms      53.341us     157.297ms        49.17%     157.306ms     110.390us           0 B           0 B           0 B           0 B          1425  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us     154.444ms        48.28%     154.444ms     108.382us           0 B           0 B           0 B           0 B          1425  
                                               aten::mm         4.42%     117.917ms         6.05%     161.586ms      76.040us     116.921ms        36.55%     117.184ms      55.146us           0 B           0 B      53.83 MB      53.83 MB          2125  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     109.306ms        34.17%     109.306ms     109.306ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      59.515ms        18.61%      59.515ms      88.565us           0 B           0 B           0 B           0 B           672  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      38.351ms        11.99%      38.351ms      55.022us           0 B           0 B           0 B           0 B           697  
                                            aten::addmm         1.97%      52.514ms         4.04%     107.815ms     154.021us      14.260ms         4.46%      14.322ms      20.460us           0 B           0 B       4.43 MB       4.43 MB           700  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      12.312ms         3.85%      12.312ms      18.322us           0 B           0 B           0 B           0 B           672  
