-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        2.537s       111.30%        2.537s     105.725ms           0 B           0 B           0 B           0 B            24  
                               _C_custom_ar::all_reduce         1.47%      37.007ms         2.80%      70.737ms      49.640us        2.106s        92.37%        2.106s       1.478ms           0 B           0 B           0 B           0 B          1425  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        2.103s        92.24%        2.103s       1.476ms           0 B           0 B           0 B           0 B          1425  
                                               aten::mm         4.43%     111.919ms         6.11%     154.214ms      72.571us     116.681ms         5.12%     116.996ms      55.057us           0 B           0 B      53.83 MB      53.83 MB          2125  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     109.697ms         4.81%     109.697ms     109.697ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      59.461ms         2.61%      59.461ms      88.484us           0 B           0 B           0 B           0 B           672  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      38.190ms         1.68%      38.190ms      54.792us           0 B           0 B           0 B           0 B           697  
                                            aten::addmm         1.97%      49.758ms         3.97%     100.238ms     143.197us      14.132ms         0.62%      14.172ms      20.246us           0 B           0 B       4.43 MB       4.43 MB           700  
                                     record_param_comms         0.11%       2.808ms         0.13%       3.404ms     136.160us      13.239ms         0.58%      13.239ms     529.544us           0 B           0 B           0 B           0 B            25  
