-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        8.356s        99.44%        8.356s     170.523ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.82%     392.563ms         8.96%     728.958ms     150.301us        8.001s        95.22%        8.002s       1.650ms           0 B           0 B      57.78 MB           0 B          4850  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        8.001s        95.22%        8.001s       1.650ms           0 B           0 B           0 B           0 B          4850  
                                               aten::mm         4.55%     370.557ms         5.93%     482.746ms      66.586us     215.231ms         2.56%     215.282ms      29.694us           0 B           0 B      99.43 MB      99.42 MB          7250  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     150.438ms         1.79%     150.438ms     150.438ms           0 B           0 B           0 B           0 B             1  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     136.817ms         1.63%     136.817ms      29.085us           0 B           0 B           0 B           0 B          4704  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      64.250ms         0.76%      64.250ms      26.246us           0 B           0 B           0 B           0 B          2448  
                                            aten::addmm         2.12%     172.390ms         4.27%     347.633ms     144.847us      60.529ms         0.72%      60.582ms      25.243us           0 B           0 B      10.01 MB      10.01 MB          2400  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      54.483ms         0.65%      54.483ms      23.165us           0 B           0 B           0 B           0 B          2352  
