-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        8.233s       677.79%        8.233s     168.017ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.83%     411.607ms         8.95%     762.640ms     157.245us     846.747ms        69.71%     846.833ms     174.605us           0 B           0 B      57.78 MB           0 B          4850  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     846.747ms        69.71%     846.747ms     174.587us           0 B           0 B           0 B           0 B          4850  
                                               aten::mm         4.57%     389.357ms         5.92%     504.140ms      69.537us     214.607ms        17.67%     214.632ms      29.604us           0 B           0 B      99.43 MB      99.43 MB          7250  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     157.198ms        12.94%     157.198ms     157.198ms           0 B           0 B           0 B           0 B             1  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     136.366ms        11.23%     136.366ms      28.989us           0 B           0 B           0 B           0 B          4704  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      64.150ms         5.28%      64.150ms      26.205us           0 B           0 B           0 B           0 B          2448  
                                            aten::addmm         2.10%     178.688ms         4.12%     351.071ms     146.280us      60.662ms         4.99%      60.763ms      25.318us           0 B           0 B      10.01 MB      10.01 MB          2400  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      54.555ms         4.49%      54.555ms      23.195us           0 B           0 B           0 B           0 B          2352  
