-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        8.356s       100.06%        8.356s     170.521ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.86%     393.563ms         9.04%     732.164ms     150.962us        7.950s        95.20%        7.953s       1.640ms           0 B           0 B      57.78 MB           0 B          4850  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        7.950s        95.20%        7.950s       1.639ms           0 B           0 B           0 B           0 B          4850  
                                               aten::mm         4.49%     363.604ms         5.84%     472.585ms      65.184us     215.368ms         2.58%     215.448ms      29.717us           0 B           0 B      99.43 MB      99.43 MB          7250  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     150.122ms         1.80%     150.122ms     150.122ms           0 B           0 B           0 B           0 B             1  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     136.897ms         1.64%     136.897ms      29.102us           0 B           0 B           0 B           0 B          4704  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      64.211ms         0.77%      64.211ms      26.230us           0 B           0 B           0 B           0 B          2448  
                                            aten::addmm         2.10%     170.058ms         4.18%     338.814ms     141.173us      60.394ms         0.72%      60.443ms      25.185us           0 B           0 B      10.01 MB      10.01 MB          2400  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      54.317ms         0.65%      54.317ms      23.094us           0 B           0 B           0 B           0 B          2352  
