-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       12.827s       112.81%       12.827s     103.442ms           0 B           0 B           0 B           0 B           124  
                               _C_custom_ar::all_reduce         1.52%     195.684ms         2.93%     377.790ms      53.023us       10.503s        92.37%       10.506s       1.474ms           0 B           0 B           0 B           0 B          7125  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us       10.489s        92.25%       10.489s       1.472ms           0 B           0 B           0 B           0 B          7125  
                                               aten::mm         4.59%     591.844ms         6.03%     778.356ms      73.257us     579.400ms         5.10%     579.671ms      54.557us           0 B           0 B     207.78 MB     207.71 MB         10625  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     307.264ms         2.70%     307.264ms      88.498us           0 B           0 B           0 B           0 B          3472  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     196.060ms         1.72%     196.060ms      54.507us           0 B           0 B           0 B           0 B          3597  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     109.807ms         0.97%     109.807ms     109.807ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.03%     262.236ms         3.96%     510.523ms     145.864us      70.837ms         0.62%      70.897ms      20.256us           0 B           0 B      16.73 MB      16.73 MB          3500  
                                     record_param_comms         0.11%      14.372ms         0.13%      17.215ms     137.717us      65.913ms         0.58%      65.913ms     527.305us           0 B           0 B           0 B           0 B           125  
