-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       12.567s       698.61%       12.567s     101.350ms           0 B           0 B           0 B           0 B           124  
                               _C_custom_ar::all_reduce         1.49%     193.958ms         2.88%     374.348ms      52.540us     989.099ms        54.98%     989.793ms     138.918us           0 B           0 B           0 B           0 B          7125  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us     974.863ms        54.19%     974.863ms     136.823us           0 B           0 B           0 B           0 B          7125  
                                               aten::mm         4.56%     592.925ms         6.00%     779.662ms      73.380us     580.693ms        32.28%     581.036ms      54.686us           0 B           0 B     207.78 MB     207.74 MB         10625  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     307.455ms        17.09%     307.455ms      88.553us           0 B           0 B           0 B           0 B          3472  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     197.037ms        10.95%     197.037ms      54.778us           0 B           0 B           0 B           0 B          3597  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     109.746ms         6.10%     109.746ms     109.746ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.02%     262.180ms         3.92%     509.069ms     145.448us      71.446ms         3.97%      71.491ms      20.426us           0 B           0 B      16.73 MB      16.73 MB          3500  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      63.584ms         3.53%      63.584ms      18.313us           0 B           0 B           0 B           0 B          3472  
