-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        4.899s       114.78%        4.899s      99.982ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.77%     241.182ms         8.82%     445.760ms     156.407us        4.040s        94.66%        4.040s       1.418ms           0 B           0 B      23.77 MB           0 B          2850  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        4.040s        94.66%        4.040s       1.418ms           0 B           0 B           0 B           0 B          2850  
                                               aten::mm         4.33%     218.634ms         5.49%     277.255ms      65.237us     124.969ms         2.93%     125.041ms      29.421us           0 B           0 B      57.85 MB      57.85 MB          4250  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     105.689ms         2.48%     105.689ms     105.689ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      64.846ms         1.52%      64.846ms      47.264us           0 B           0 B           0 B           0 B          1372  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      37.002ms         0.87%      37.002ms      26.430us           0 B           0 B           0 B           0 B          1400  
                                     record_param_comms         0.11%       5.528ms         0.13%       6.565ms     131.307us      28.108ms         0.66%      28.108ms     562.154us           0 B           0 B           0 B           0 B            50  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      28.108ms         0.66%      28.108ms     562.154us           0 B           0 B           0 B           0 B            50  
