-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        4.811s       492.10%        4.811s      98.180ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.69%     236.764ms         8.69%     438.407ms     153.827us     766.290ms        78.38%     766.303ms     268.878us           0 B           0 B      23.77 MB           0 B          2850  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     766.290ms        78.38%     766.290ms     268.874us           0 B           0 B           0 B           0 B          2850  
                                               aten::mm         4.21%     212.250ms         5.35%     269.791ms      63.480us     125.072ms        12.79%     125.164ms      29.450us           0 B           0 B      57.85 MB      57.85 MB          4250  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     101.734ms        10.41%     101.734ms     101.734ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      64.776ms         6.63%      64.776ms      47.213us           0 B           0 B           0 B           0 B          1372  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      37.155ms         3.80%      37.155ms      26.539us           0 B           0 B           0 B           0 B          1400  
                                            aten::addmm         2.03%     102.518ms         4.16%     210.090ms     150.064us      17.681ms         1.81%      17.707ms      12.648us           0 B           0 B       4.09 MB       4.09 MB          1400  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      14.228ms         1.46%      14.228ms      10.370us           0 B           0 B           0 B           0 B          1372  
