-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        4.898s       117.10%        4.898s      99.958ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.68%     236.034ms         8.71%     438.781ms     153.958us        3.954s        94.53%        3.956s       1.388ms           0 B           0 B      23.77 MB           0 B          2850  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        3.954s        94.53%        3.954s       1.387ms           0 B           0 B           0 B           0 B          2850  
                                               aten::mm         4.23%     213.115ms         5.38%     271.096ms      63.787us     124.977ms         2.99%     125.052ms      29.424us           0 B           0 B      57.85 MB      57.83 MB          4250  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     104.993ms         2.51%     104.993ms     104.993ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      64.758ms         1.55%      64.758ms      47.200us           0 B           0 B           0 B           0 B          1372  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      37.107ms         0.89%      37.107ms      26.505us           0 B           0 B           0 B           0 B          1400  
                                     record_param_comms         0.11%       5.596ms         0.13%       6.675ms     133.494us      28.850ms         0.69%      28.850ms     577.009us           0 B           0 B           0 B           0 B            50  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      28.850ms         0.69%      28.850ms     577.009us           0 B           0 B           0 B           0 B            50  
